gtdb_species_clade_id,env_broad_scale,n_genomes_in_env
s__Aeromonas_hydrophila--RS_GCF_000014805.1,waste water,3
s__Citrobacter_werkmanii--GB_GCA_000759755.1,hospital,17
s__Bacteroides_uniformis--GB_GCA_025147485.1,microcosm,1
s__Pseudomonas_E_protegens--RS_GCF_000397205.1,human-associated habitat,2
s__Enterococcus_B_durans--RS_GCF_001544215.1,feces,1
s__Aeromonas_veronii--RS_GCF_000820225.1,lake,3
s__Streptococcus_gordonii--RS_GCF_001553855.1,,5
s__Bacillus_altitudinis--RS_GCF_000691145.1,biome,5
s__Akkermansia_muciniphila--RS_GCF_000020225.1,terrestrial biome,3
s__Bacteroides_thetaiotaomicron--RS_GCF_000011065.1,watercourse,19
s__Eggerthella_lenta--RS_GCF_000024265.1,biome,4
s__Enterobacter_roggenkampii--RS_GCF_001729805.1,sludge,1
s__Curtobacterium_flaccumfaciens--RS_GCF_013359815.1,scrubland area,4
s__Bacillus_subtilis--RS_GCF_000009045.1,mediterranean biome,2
s__Acinetobacter_nosocomialis--RS_GCF_000368085.1,Homo sapiens,6
s__Pseudomonas_E_alloputida--RS_GCF_021282585.1,biome,1
s__Bifidobacterium_longum--RS_GCF_000196555.1,alimentary part of gastrointestinal system,1
s__Bacillus_A_bombysepticus--RS_GCF_006384875.1,maize field,1
s__Enterococcus_D_casseliflavus--RS_GCF_001544095.1,terrestrial biome,1
s__Burkholderia_cepacia--RS_GCF_001411495.1,root,1
s__Fimenecus_sp000432435--GB_GCA_000432435.1,terrestrial biome,3
s__Clostridium_AQ_innocuum--RS_GCF_012317185.1,digestive system,1
s__Limosilactobacillus_fermentum--RS_GCF_013394085.1,terrestrial biome,5
s__Streptococcus_thermophilus--RS_GCF_010120595.1,terrestrial biome,1
s__Brucella_melitensis--RS_GCF_000007125.1,tropical,1
s__Corynebacterium_glutamicum--RS_GCF_000011325.1,farm,1
s__Xanthomonas_A_translucens--RS_GCF_000331775.1,,6
s__Pantoea_agglomerans--RS_GCF_001598475.1,,13
s__Pantoea_ananatis--RS_GCF_000710035.2,,16
s__Cutibacterium_acnes--RS_GCF_003030305.1,terrestrial biome,73
s__Listeria_monocytogenes--RS_GCF_900187225.1,tissue paper,5
s__Citrobacter_freundii--RS_GCF_011064845.1,feces,2
s__Klebsiella_grimontii--RS_GCF_900200035.1,sewage,7
s__Bifidobacterium_globosum--RS_GCF_000741295.1,unidentified,53
s__Lactiplantibacillus_plantarum--RS_GCF_014131735.1,kefir,2
s__Enterococcus_faecalis--RS_GCF_000392875.1,human-associated habitat,2
s__Xanthomonas_oryzae--RS_GCF_004136375.1,river valley,8
s__Parabacteroides_merdae--GB_GCA_025151215.1,habitat,1
s__Bacillus_A_thuringiensis_S--RS_GCF_000021305.1,soil,2
s__Sphingomonas_koreensis--RS_GCF_002797435.1,liquid water,2
s__Serratia_nematodiphila--RS_GCF_000738675.1,soil,1
s__Bacillus_A_bombysepticus--RS_GCF_006384875.1,field soil,1
s__Stutzerimonas_stutzeri--RS_GCF_000219605.1,marsh,1
s__Bacillus_licheniformis--RS_GCF_000011645.1,mud,1
s__Stutzerimonas_stutzeri--RS_GCF_000219605.1,seamount,2
s__Acinetobacter_indicus--RS_GCF_000488255.1,soil,1
s__Enterobacter_kobei--RS_GCF_001729765.1,liquid water,2
s__Sinorhizobium_meliloti--RS_GCF_017876815.1,agricultural process,1
s__Enterococcus_faecalis--RS_GCF_000392875.1,facility,47
s__Lacticaseibacillus_paracasei--RS_GCF_000829035.1,food material,5
s__Phocaeicola_dorei--RS_GCF_013009555.1,watercourse,15
s__Bacillus_velezensis--RS_GCF_001461825.1,forest biome,1
s__Pectobacterium_versatile_A--RS_GCF_020166435.1,agricultural field,9
s__Proteus_mirabilis--RS_GCF_000160755.1,human-associated habitat,2
s__Bifidobacterium_globosum--RS_GCF_000741295.1,environmental system determined by an organism,1
s__Serratia_ureilytica--RS_GCF_013375155.1,peat soil,1
s__Mediterraneibacter_faecis--GB_GCA_001312505.1,human-associated habitat,2
s__Providencia_rettgeri_D--RS_GCF_013255915.1,human-associated habitat,2
s__Klebsiella_ornithinolytica--RS_GCF_001598295.1,sewage,1
s__Aeromonas_hydrophila--RS_GCF_000014805.1,,15
s__Proteus_mirabilis--RS_GCF_000160755.1,hospital,6
s__Enterobacter_cloacae--RS_GCF_000025565.1,marsh,4
s__Bacteroides_thetaiotaomicron--RS_GCF_000011065.1,terrestrial biome,5
s__Enterobacter_hormaechei_A--RS_GCF_001729745.1,Homo sapiens,13
s__Aeromonas_veronii--RS_GCF_000820225.1,woodland area,3
s__Phascolarctobacterium_faecium--RS_GCF_003269275.1,anthropogenic terrestrial biome,1
s__Acinetobacter_ursingii--RS_GCF_000368825.1,Homo sapiens,3
s__Citrobacter_freundii--RS_GCF_011064845.1,human-associated habitat,5
s__Akkermansia_muciniphila--RS_GCF_000020225.1,forest biome,2
s__Alistipes_onderdonkii--GB_GCA_025145285.1,feces,2
s__Leuconostoc_mesenteroides--RS_GCF_000014445.1,sea,2
s__Bacillus_A_cereus--RS_GCF_000007825.1,field,1
s__Bariatricus_comes--GB_GCA_025149785.1,,30
s__Pseudomonas_E_protegens--RS_GCF_000397205.1,hospital,1
s__Aliarcobacter_butzleri--RS_GCF_900187115.1,terrestrial biome,2
s__Lactobacillus_crispatus--RS_GCF_018987235.1,Homo sapiens,1
s__Curtobacterium_flaccumfaciens--RS_GCF_013359815.1,sandy desert,1
s__Bacillus_A_anthracis--RS_GCF_000742895.1,vertebrate animal,3
s__Proteus_mirabilis--RS_GCF_000160755.1,terrestrial biome,4
s__Escherichia_albertii--RS_GCF_000759775.1,companion animal,4
s__Bacillus_paralicheniformis--RS_GCF_001042485.2,sea water,1
s__Bacteroides_caccae--RS_GCF_002222615.2,human-associated habitat,3
s__Neisseria_gonorrhoeae--RS_GCF_003315235.1,human-associated habitat,1
s__Streptococcus_sp001556435--RS_GCF_009738225.1,,1
s__Pseudomonas_E_monteilii--RS_GCF_000730605.1,Homo sapiens,3
s__Pasteurella_multocida--RS_GCF_900187275.1,livestock-associated habitat,14
s__Streptococcus_suis--RS_GCF_000294495.1,Homo sapiens,20
s__Lactiplantibacillus_plantarum--RS_GCF_014131735.1,cheese food product,2
s__Staphylococcus_hominis--RS_GCF_002901845.1,human-associated habitat,1
s__Lactobacillus_johnsonii--RS_GCF_000159355.1,Mus musculus,1
s__Stutzerimonas_stutzeri--RS_GCF_000219605.1,liquid water,1
s__Limosilactobacillus_fermentum--RS_GCF_013394085.1,sea,1
s__Priestia_megaterium--RS_GCF_000832985.1,field,1
s__Enterococcus_D_casseliflavus--RS_GCF_001544095.1,agricultural process,1
s__Bacillus_A_paranthracis--RS_GCF_001883995.1,marine environment,1
s__Odoribacter_splanchnicus--RS_GCF_000190535.1,,14
s__Burkholderia_mallei--RS_GCF_000011705.1,,2
s__Vibrio_splendidus--GB_GCA_024347615.1,tissue paper,3
s__Xylella_fastidiosa--RS_GCF_011801475.1,field,6
s__Enterococcus_B_faecium--RS_GCF_001544255.1,biome,1
s__Pseudomonas_E_chlororaphis_F--RS_GCF_003850345.1,agricultural soil,1
s__Pseudomonas_E_protegens--RS_GCF_000397205.1,field soil,1
s__Campylobacter_D_jejuni--RS_GCF_001457695.1,biome,1
s__Pseudomonas_E_paracarnis--RS_GCF_904063055.1,Homo sapiens,7
s__Limosilactobacillus_reuteri_E--RS_GCF_013694365.1,Homo sapiens,1
s__Serratia_nematodiphila--RS_GCF_000738675.1,temperate,1
s__Bifidobacterium_animalis--RS_GCF_000260715.1,feces,1
s__Bacteroides_caccae--RS_GCF_002222615.2,feces,1
s__Bacteroides_uniformis--GB_GCA_025147485.1,watercourse,27
s__Staphylococcus_epidermidis--RS_GCF_006742205.1,zone of skin,62
s__Achromobacter_xylosoxidans--RS_GCF_001457475.1,terrestrial biome,1
s__Helicobacter_pylori_C--RS_GCF_000277405.1,Homo sapiens,2
s__Pseudomonas_E_alloputida--RS_GCF_021282585.1,soil,6
s__Pseudomonas_E_asiatica--RS_GCF_009932335.1,tropical,5
s__Bacillus_A_wiedmannii--RS_GCF_001583695.1,human-associated habitat,1
s__Ruminococcus_E_bromii_B--RS_GCF_002834235.1,microcosm,1
s__Escherichia_albertii--RS_GCF_000759775.1,,68
s__Staphylococcus_epidermidis--RS_GCF_006742205.1,,35
s__Mycobacterium_abscessus--RS_GCF_000069185.1,,2
s__Rhizobium_leguminosarum--RS_GCF_002008365.1,terrestrial biome,11
s__Streptococcus_sp001556435--RS_GCF_009738225.1,Homo sapiens,12
s__Agathobacter_rectalis--GB_GCA_000020605.1,microcosm,1
s__Bacteroides_caccae--RS_GCF_002222615.2,terrestrial biome,4
s__Cutibacterium_acnes--RS_GCF_003030305.1,intestine environment,1
s__Thomasclavelia_ramosa--RS_GCF_014131695.1,watercourse,3
s__Lactiplantibacillus_plantarum--RS_GCF_014131735.1,industrial building,1
s__Pseudomonas_E_fulva--RS_GCF_000730565.1,human-associated habitat,2
s__Pseudomonas_E_viridiflava--RS_GCF_001642795.1,agricultural ecosystem,1
s__Bacillus_subtilis--RS_GCF_000009045.1,scrubland area,1
s__Weissella_confusa--GB_GCA_001436895.1,,32
s__Bacteroides_xylanisolvens--RS_GCF_000210075.1,,23
s__Bacillus_A_nitratireducens--RS_GCF_001884135.1,,1
s__Blautia_A_wexlerae--GB_GCA_025148125.1,feces,4
s__Bacillus_velezensis--RS_GCF_001461825.1,soil,5
s__Pediococcus_acidilactici--RS_GCF_000146325.1,human-associated habitat,2
s__Aeromonas_caviae--RS_GCF_000819785.1,sludge,2
s__Ruminococcus_E_bromii_B--RS_GCF_002834235.1,digestive system,1
s__Acinetobacter_seifertii--RS_GCF_000368065.1,,17
s__Mycoplasmopsis_bovis--RS_GCF_000183385.1,beef,35
s__Bifidobacterium_infantis--RS_GCF_000269965.1,food material,1
s__Mediterraneibacter_faecis--GB_GCA_001312505.1,fecal environment,1
s__Akkermansia_muciniphila--RS_GCF_000020225.1,intestine environment,1
s__Bacillus_A_pseudomycoides--RS_GCF_000161455.1,agricultural field,1
s__Enterococcus_B_hirae--RS_GCF_000271405.2,watercourse,1
s__Limosilactobacillus_reuteri--RS_GCF_000016825.1,human-associated habitat,1
s__Streptococcus_suis--RS_GCF_000294495.1,multicellular organism,49
s__Eggerthella_lenta--RS_GCF_000024265.1,terrestrial biome,4
s__Bacillus_A_bombysepticus--RS_GCF_006384875.1,field,2
s__Streptococcus_mutans--RS_GCF_006739205.1,dental plaque,1
s__Blautia_A_massiliensis--RS_GCF_001487165.1,fecal environment,3
s__Corynebacterium_glutamicum--RS_GCF_000011325.1,human-associated habitat,1
s__Pectobacterium_brasiliense--RS_GCF_000754695.1,,7
s__Rhizobium_leguminosarum_L--RS_GCF_000009265.1,terrestrial biome,32
s__Bacillus_A_thuringiensis_S--RS_GCF_000021305.1,field soil,1
s__Bacillus_subtilis--RS_GCF_000009045.1,farm,1
s__Phocaeicola_dorei--RS_GCF_013009555.1,Homo sapiens,2
s__Aeromonas_hydrophila--RS_GCF_000014805.1,human-associated habitat,1
s__Bifidobacterium_bifidum--RS_GCF_001025135.1,unidentified,2
s__Serratia_nematodiphila--RS_GCF_000738675.1,peat soil,2
s__Pseudomonas_E_monteilii--RS_GCF_000730605.1,aquatic biome,1
s__Shewanella_algae--RS_GCF_009183365.2,feces,6
s__Citrobacter_braakii--RS_GCF_002075345.1,freshwater biome,10
s__Limosilactobacillus_reuteri--RS_GCF_000016825.1,digestive system,12
s__Bifidobacterium_longum--RS_GCF_000196555.1,terrestrial biome,10
s__Blautia_A_wexlerae--GB_GCA_025148125.1,human-associated habitat,16
s__Faecalibacterium_duncaniae--RS_GCF_010509575.1,alimentary part of gastrointestinal system,1
s__Pediococcus_acidilactici--RS_GCF_000146325.1,,124
s__Vibrio_alginolyticus--RS_GCF_000354175.2,,9
s__Burkholderia_vietnamiensis--RS_GCF_000959445.1,,5
s__Sinorhizobium_meliloti--RS_GCF_017876815.1,,11
s__Faecalibacillus_intestinalis--RS_GCF_003024685.1,,9
s__Bacteroides_caccae--RS_GCF_002222615.2,watercourse,4
s__Bacillus_A_wiedmannii--RS_GCF_001583695.1,groundwater,1
s__Sarcina_perfringens--RS_GCF_000013285.1,watercourse,2
s__Flavonifractor_plautii--RS_GCF_000239295.1,terrestrial biome,5
s__Klebsiella_michiganensis--RS_GCF_002925905.1,waste water,2
s__Lacticaseibacillus_paracasei--RS_GCF_000829035.1,Homo sapiens,2
s__Enterococcus_B_faecium--RS_GCF_001544255.1,facility,2
s__Lactiplantibacillus_plantarum--RS_GCF_014131735.1,milk,7
s__Bacillus_A_anthracis--RS_GCF_000742895.1,steppe soil,2
s__Klebsiella_aerogenes--RS_GCF_000215745.1,feces,2
s__Bacteroides_ovatus--RS_GCF_001314995.1,,36
s__Phocaeicola_dorei--RS_GCF_013009555.1,,28
s__Enterococcus_B_faecium--RS_GCF_001544255.1,terrestrial biome,47
s__Pseudomonas_E_chlororaphis_F--RS_GCF_003850345.1,field soil,1
s__Bariatricus_comes--GB_GCA_025149785.1,human-associated habitat,1
s__Vibrio_vulnificus--RS_GCF_002224265.1,human-associated habitat,1
s__Levilactobacillus_brevis--RS_GCF_001433855.1,terrestrial biome,1
s__Streptococcus_dysgalactiae--RS_GCF_900459225.1,sea,1
s__Burkholderia_cepacia--RS_GCF_001411495.1,rice field,1
s__Aliarcobacter_butzleri--RS_GCF_900187115.1,,2
s__Yersinia_ruckeri--RS_GCF_000754815.1,sea water,22
s__Lactobacillus_crispatus--RS_GCF_018987235.1,19650 - chicken fresh meat (efsa foodex2),2
s__Bacillus_subtilis--RS_GCF_000009045.1,rhizosphere,2
s__Klebsiella_grimontii--RS_GCF_900200035.1,human-associated habitat,1
s__Pseudomonas_E_chlororaphis_F--RS_GCF_003850345.1,freshwater environment,2
s__Burkholderia_mallei--RS_GCF_000011705.1,farm,1
s__Klebsiella_oxytoca--RS_GCF_001598695.1,biome,1
s__Mammaliicoccus_sciuri--RS_GCF_002901825.1,animal-associated environment,1
s__Aeromonas_caviae--RS_GCF_000819785.1,wastewater treatment plant,1
s__Fusicatenibacter_saccharivorans--RS_GCF_015557635.1,fecal environment,2
s__Limosilactobacillus_reuteri_E--RS_GCF_013694365.1,terrestrial biome,2
s__Listeria_monocytogenes--RS_GCF_900187225.1,human-associated habitat,1
s__Helicobacter_pylori_C--RS_GCF_000277405.1,,119
s__Ruminococcus_B_gnavus--RS_GCF_008121495.1,,56
s__Xanthomonas_hortorum--RS_GCF_002939985.1,,2
s__Acinetobacter_ursingii--RS_GCF_000368825.1,marsh,1
s__Lactiplantibacillus_plantarum--RS_GCF_014131735.1,human-associated habitat,2
s__Leclercia_adecarboxylata--GB_GCA_901472455.1,livestock-associated habitat,1
s__Prevotella_copri_B--RS_GCF_009494135.1,microcosm,1
s__Enterobacter_ludwigii--RS_GCF_001750725.1,biome,1
s__Xanthomonas_phaseoli--GB_GCA_022749655.1,crop,1
s__Latilactobacillus_sakei--RS_GCF_002370355.1,human-associated habitat,1
s__Staphylococcus_saprophyticus--RS_GCF_000010125.1,habitat,1
s__Bacillus_A_bombysepticus--RS_GCF_006384875.1,forest soil,1
s__Pseudomonas_E_alloputida--RS_GCF_021282585.1,,10
s__Vibrio_splendidus--GB_GCA_024347615.1,,41
s__Enterobacter_asburiae_B--RS_GCF_007035645.1,,21
s__Klebsiella_oxytoca--RS_GCF_001598695.1,sewage,1
s__Lactobacillus_delbrueckii--RS_GCF_001433875.1,anaerobic bioreactor,1
s__Thomasclavelia_ramosa--RS_GCF_014131695.1,,78
s__Escherichia_fergusonii--RS_GCF_000026225.1,farmyard manure,51
s__Ruminococcus_E_bromii_B--RS_GCF_002834235.1,human-associated habitat,16
s__Gemmiger_qucibialis--GB_GCA_004000625.1,human-associated habitat,31
s__Erwinia_amylovora--RS_GCF_017161565.1,asian pear,2
s__Lactobacillus_helveticus--RS_GCF_000160855.1,human-associated habitat,2
s__Citrobacter_braakii--RS_GCF_002075345.1,hindgut,1
s__Bariatricus_comes--GB_GCA_025149785.1,feces,1
s__Mycoplasmopsis_bovis--RS_GCF_000183385.1,,2
s__Bacteroides_thetaiotaomicron--RS_GCF_000011065.1,human-associated habitat,7
s__Agathobacter_faecis--RS_GCF_001406815.1,Bos taurus,2
s__Bariatricus_comes--GB_GCA_025149785.1,watercourse,4
s__Burkholderia_cepacia--RS_GCF_001411495.1,soil,1
s__Bacillus_A_bombysepticus--RS_GCF_006384875.1,terrestrial biome,1
s__Enterobacter_cloacae_M--RS_GCF_002208095.1,biome,2
s__Thomasclavelia_ramosa--RS_GCF_014131695.1,feces,1
s__Latilactobacillus_sakei--RS_GCF_002370355.1,sea,1
s__Clostridium_F_botulinum--RS_GCF_001276985.1,human-associated habitat,1
s__Parabacteroides_distasonis--RS_GCF_000012845.1,habitat,1
s__Bacillus_velezensis--RS_GCF_001461825.1,digestive system,1
s__Prevotella_copri_A--RS_GCF_002224675.1,,80
s__Blautia_A_massiliensis--RS_GCF_001487165.1,feces,2
s__Bacillus_A_cereus--RS_GCF_000007825.1,woodland area,1
s__Staphylococcus_haemolyticus--RS_GCF_006094395.1,watercourse,1
s__Enterococcus_B_lactis--RS_GCF_015751045.1,farm,1
s__Lactobacillus_helveticus--RS_GCF_000160855.1,dairy food product,1
s__Lactobacillus_jensenii--RS_GCF_001436455.1,,56
s__Klebsiella_michiganensis--RS_GCF_002925905.1,,28
s__Xanthomonas_cissicola--RS_GCF_008801575.1,orchard,6
s__Klebsiella_ornithinolytica--RS_GCF_001598295.1,human-associated habitat,2
s__Staphylococcus_warneri--RS_GCF_900636385.1,zone of skin,13
s__Bacillus_A_paranthracis--RS_GCF_001883995.1,marsh,1
s__Bifidobacterium_animalis--RS_GCF_000260715.1,biome,4
s__Ruminococcus_B_gnavus--RS_GCF_008121495.1,feces,2
s__Streptomyces_albidoflavus--RS_GCF_000719955.1,marine sponge reef biome,1
s__Enterococcus_B_faecium--RS_GCF_001544255.1,,114
s__Helicobacter_pylori--RS_GCF_900478295.1,,7
s__Bacillus_subtilis--RS_GCF_000009045.1,biome,13
s__Bacillus_subtilis--RS_GCF_000009045.1,tropical,1
s__Providencia_rettgeri_D--RS_GCF_013255915.1,hospital,4
s__Cutibacterium_acnes--RS_GCF_003030305.1,watercourse,1
s__Clostridium_AQ_innocuum--RS_GCF_012317185.1,biome,12
s__Aeromonas_veronii--RS_GCF_000820225.1,freshwater lake,1
s__Ralstonia_pseudosolanacearum--RS_GCF_024925465.1,agricultural field,1
s__Clostridium_AQ_innocuum--RS_GCF_012317185.1,human-associated habitat,2
s__Odoribacter_splanchnicus--RS_GCF_000190535.1,feces,1
s__Bifidobacterium_globosum--RS_GCF_000741295.1,Bos taurus,1
s__Vibrio_cholerae--RS_GCF_000621645.1,freshwater biome,1
s__Sphingomonas_koreensis--RS_GCF_002797435.1,,2
s__Enterobacter_cloacae_M--RS_GCF_002208095.1,,24
s__Parabacteroides_distasonis--RS_GCF_000012845.1,terrestrial biome,11
s__Stenotrophomonas_sepilia--RS_GCF_003244875.1,liquid water,1
s__Prevotella_copri_B--RS_GCF_009494135.1,Homo sapiens,3
s__Phocaeicola_vulgatus--RS_GCF_000012825.1,Homo sapiens,4
s__Xanthomonas_oryzae--RS_GCF_004136375.1,vegetated area,1
s__Pseudomonas_E_viridiflava--RS_GCF_001642795.1,plant-associated habitat,1
s__Priestia_megaterium--RS_GCF_000832985.1,biome,4
s__Staphylococcus_epidermidis--RS_GCF_006742205.1,feces,1
s__Micrococcus_luteus--RS_GCF_000023205.1,urban biome,2
s__Citrobacter_braakii--RS_GCF_002075345.1,farmyard manure,2
s__Stutzerimonas_stutzeri--RS_GCF_000219605.1,hydrothermal vent,2
s__Pseudomonas_E_amygdali--RS_GCF_002699855.1,cropland biome,1
s__Dorea_formicigenerans--GB_GCA_025150245.1,fecal environment,2
s__Enterobacter_hormaechei_A--RS_GCF_001729745.1,Apis mellifera,1
s__Shewanella_algae--RS_GCF_009183365.2,sputum,4
s__Corynebacterium_pseudotuberculosis--RS_GCF_002155265.1,woodland area,15
s__Mediterraneibacter_faecis--GB_GCA_001312505.1,anthropogenic terrestrial biome,4
s__Pseudomonas_E_protegens--RS_GCF_000397205.1,forest biome,1
s__Staphylococcus_hominis--RS_GCF_002901845.1,biome,18
s__Serratia_marcescens_K--RS_GCF_002220655.1,hospital,1
s__Bifidobacterium_globosum--RS_GCF_000741295.1,biome,1
s__Gemmiger_qucibialis--GB_GCA_004000625.1,watercourse,2
s__Bacillus_licheniformis--RS_GCF_000011645.1,alpine,1
s__Streptomyces_albidoflavus--RS_GCF_000719955.1,environmental system,2
s__Burkholderia_contaminans--RS_GCF_000987075.1,space station,1
s__Acinetobacter_ursingii--RS_GCF_000368825.1,hospital,1
s__Enterobacter_asburiae_B--RS_GCF_007035645.1,feces,1
s__Bacillus_velezensis--RS_GCF_001461825.1,garden soil,1
s__Acinetobacter_nosocomialis--RS_GCF_000368085.1,biome,1
s__Klebsiella_quasipneumoniae--RS_GCF_020525925.1,diarrhea,1
s__Agathobacter_faecis--RS_GCF_001406815.1,Homo sapiens,1
s__Bifidobacterium_adolescentis--RS_GCF_000010425.1,,35
s__Bacteroides_xylanisolvens--RS_GCF_000210075.1,feces,5
s__Bacteroides_xylanisolvens--RS_GCF_000210075.1,biome,67
s__Gemmiger_qucibialis--GB_GCA_004000625.1,terrestrial biome,4
s__Aliarcobacter_butzleri--RS_GCF_900187115.1,human-associated habitat,1
s__Klebsiella_variicola--RS_GCF_000828055.2,human-associated habitat,2
s__Ralstonia_pseudosolanacearum--RS_GCF_024925465.1,soil,1
s__Enterococcus_B_faecium--RS_GCF_001544255.1,bodily fluid,1
s__Enterococcus_D_gallinarum--RS_GCF_001544275.1,alimentary part of gastrointestinal system,2
s__Bacillus_velezensis--RS_GCF_001461825.1,rhizosphere,1
s__Bifidobacterium_pseudocatenulatum--RS_GCF_001025215.1,watercourse,10
s__Ruminococcus_E_bromii_B--RS_GCF_002834235.1,feces,2
s__Campylobacter_D_coli--RS_GCF_000254135.1,chicken,1
s__Streptomyces_albidoflavus--RS_GCF_000719955.1,watercourse,1
s__Enterobacter_hormaechei_A--RS_GCF_001729745.1,terrestrial biome,2
s__Bifidobacterium_adolescentis--RS_GCF_000010425.1,unidentified,1
s__Agathobacter_faecis--RS_GCF_001406815.1,,14
s__Pasteurella_multocida--RS_GCF_900187275.1,rural area,45
s__Bifidobacterium_adolescentis--RS_GCF_000010425.1,anthropogenic terrestrial biome,18
s__Ruminococcus_D_bicirculans--RS_GCF_000723465.1,human-associated habitat,27
s__Bifidobacterium_bifidum--RS_GCF_001025135.1,terrestrial biome,7
s__Enterococcus_B_hirae--RS_GCF_000271405.2,food material,1
s__Pseudomonas_E_alloputida--RS_GCF_021282585.1,Homo sapiens,7
s__Agrobacterium_fabacearum--RS_GCF_009649785.1,mangrove swamp,1
s__Leptospira_interrogans--RS_GCF_900156205.1,dog,1
s__Streptococcus_mutans--RS_GCF_006739205.1,human-associated habitat,3
s__Enterobacter_kobei--RS_GCF_001729765.1,human-associated habitat,2
s__Porphyromonas_gingivalis--RS_GCF_000010505.1,Homo sapiens,2
s__Lactococcus_lactis--RS_GCF_900099625.1,terrestrial biome,1
s__Pectobacterium_versatile_A--RS_GCF_020166435.1,09570 - potatoes and similar- (efsa foodex2),1
s__Bacteroides_caccae--RS_GCF_002222615.2,habitat,1
s__Xanthomonas_campestris--RS_GCF_000007145.1,,5
s__Bifidobacterium_infantis--RS_GCF_000269965.1,terrestrial biome,21
s__Thomasclavelia_ramosa--RS_GCF_014131695.1,human-associated habitat,2
s__Lactobacillus_johnsonii--RS_GCF_000159355.1,yogurt food product,1
s__Gemmiger_formicilis--RS_GCF_900167555.1,anthropogenic terrestrial biome,14
s__Enterobacter_cloacae_M--RS_GCF_002208095.1,waste water,1
s__Erwinia_amylovora--RS_GCF_017161565.1,apple (whole or pieces),5
s__Yersinia_pestis--RS_GCF_900460465.1,human-associated habitat,1
s__Akkermansia_sp004167605--RS_GCF_004167605.1,feces,1
s__Bacillus_A_thuringiensis--RS_GCF_002119445.1,field,1
s__Corynebacterium_glutamicum--RS_GCF_000011325.1,,8
s__Haemophilus_influenzae_E--RS_GCF_019703545.1,,6
s__Stenotrophomonas_maltophilia_F--RS_GCF_000284595.1,,2
s__Cutibacterium_acnes--RS_GCF_003030305.1,hospital,1
s__Enterobacter_hormaechei_A--RS_GCF_001729745.1,watercourse,1
s__Lactobacillus_delbrueckii--RS_GCF_001433875.1,unidentified,2
s__Xanthomonas_campestris--RS_GCF_000007145.1,savanna,1
s__Akkermansia_muciniphila--RS_GCF_000020225.1,human-associated habitat,2
s__Klebsiella_michiganensis--RS_GCF_002925905.1,anthropogenic terrestrial biome,1
s__Serratia_ureilytica--RS_GCF_013375155.1,terrestrial biome,1
s__Burkholderia_orbicola--RS_GCF_014211915.1,liquid water,1
s__Streptococcus_agalactiae--RS_GCF_000186445.1,,11
s__Leptospira_borgpetersenii--RS_GCF_003046425.1,,4
s__Enterococcus_B_hirae--RS_GCF_000271405.2,biome,87
s__Parabacteroides_merdae--GB_GCA_025151215.1,human-associated habitat,14
s__Serratia_nevei--RS_GCF_008364245.1,waste water,2
s__Enterobacter_kobei--RS_GCF_001729765.1,anthropogenic terrestrial biome,2
s__Parabacteroides_distasonis--RS_GCF_000012845.1,digestive tract environment,2
s__Bacteroides_uniformis--GB_GCA_025147485.1,terrestrial biome,9
s__Micrococcus_luteus--RS_GCF_000023205.1,rhizosphere,1
s__Pseudomonas_E_fulva--RS_GCF_000730565.1,rice field,1
s__Vibrio_parahaemolyticus--RS_GCF_900460535.1,biome,1
s__Flavobacterium_psychrophilum--RS_GCF_002217405.1,,11
s__Agrobacterium_fabacearum--RS_GCF_009649785.1,,7
s__Treponema_pallidum--RS_GCF_000410535.2,,1
s__Staphylococcus_pseudintermedius--RS_GCF_001792775.2,dog,16
s__Bacillus_A_cereus--RS_GCF_000007825.1,Homo sapiens,2
s__Aeromonas_hydrophila--RS_GCF_000014805.1,Bacteria,1
s__Enterococcus_B_hirae--RS_GCF_000271405.2,fecal environment,1
s__Weissella_cibaria--RS_GCF_000193635.1,biome,1
s__Bacteroides_ovatus--RS_GCF_001314995.1,zoological garden,3
s__Pseudomonas_E_protegens--RS_GCF_000397205.1,peatland,1
s__Vibrio_vulnificus--RS_GCF_002224265.1,aquaculture farm,3
s__Bacillus_velezensis--RS_GCF_001461825.1,lake,1
s__Acinetobacter_soli--RS_GCF_000760595.1,human-associated habitat,1
s__Bacillus_A_paranthracis--RS_GCF_001883995.1,biome,1
s__Priestia_megaterium--RS_GCF_000832985.1,agricultural field,1
s__Citrobacter_freundii--RS_GCF_011064845.1,watercourse,1
s__Neisseria_gonorrhoeae--RS_GCF_003315235.1,,70
s__Bacteroides_xylanisolvens--RS_GCF_000210075.1,terrestrial biome,10
s__Phocaeicola_vulgatus--RS_GCF_000012825.1,terrestrial biome,7
s__Anaerostipes_hadrus--RS_GCF_000332875.2,fecal environment,2
s__Enterococcus_D_gallinarum--RS_GCF_001544275.1,human-associated habitat,2
s__Enterococcus_D_gallinarum--RS_GCF_001544275.1,watercourse,4
s__Bifidobacterium_longum--RS_GCF_000196555.1,human-associated habitat,4
s__Bacillus_subtilis--RS_GCF_000009045.1,coral reef,1
s__Staphylococcus_capitis--RS_GCF_002902325.1,zone of skin,11
s__Escherichia_albertii--RS_GCF_000759775.1,human-associated habitat,1
s__Anaerostipes_hadrus--RS_GCF_000332875.2,feces,2
s__Staphylococcus_capitis--RS_GCF_002902325.1,urban biome,1
s__Bacillus_A_thuringiensis_S--RS_GCF_000021305.1,,7
